Gesamtgewicht_Kg,Volumen_cbm,Warenwert_in_EUR,Gefahrgut,Startort,Destination,Termin_Destination,Entfernung_in_Km,LCL_LKW,FCL_LKW,Flugzeug,Seeeschiff
7612,5.285,79340,1,1,10,0,11350,0,0,0,1
7673,6.049,79710,1,2,9,0,400,0,1,0,0
3177,4.44,35270,1,4,6,0,2500,0,0,0,1
1640.5,3.507,19340,0,5,7,1,1650,0,0,1,0
4635,4.47,49385,0,5,7,1,1650,0,0,1,0
1676,4.187,19510,1,2,9,0,400,0,1,0,0
7609.5,4.66,79205,0,1,6,0,2000,0,0,0,1
15182,8.662,157395,1,4,7,1,1300,0,0,1,0
9257.5,7.367,97680,1,2,10,1,11000,0,0,1,0
13668,7.736,139745,1,3,8,0,1100,0,1,0,0
9158,5.769,94890,0,1,9,1,650,0,1,0,0
3153,3.998,34505,0,1,10,0,11350,0,0,0,1
13623,7.279,140075,1,3,9,0,550,0,1,0,0
9111.5,4.839,93460,0,3,7,0,1100,0,1,0,0
4641,4.254,49935,1,3,9,1,550,0,1,0,0
4662,5.102,49875,1,3,7,1,1100,0,1,0,0
9179,5.755,94510,1,4,9,0,260,0,1,0,0
9143.5,5.306,93595,1,4,8,0,800,0,1,0,0
12094,5.708,122905,0,3,8,0,1100,0,1,0,0
3225,4.856,35995,1,1,10,1,11350,0,0,1,0
4668,4.653,49920,1,3,7,0,1100,0,1,0,0
15226.5,9.24,156675,1,1,9,0,650,0,1,0,0
9202,5.934,96025,1,5,6,1,2200,0,0,1,0
15136,7.296,155200,1,5,8,1,650,0,1,0,0
15200,8.212,156205,0,1,8,0,850,0,1,0,0
6226,6.346,67280,0,4,8,0,800,1,0,0,0
4626,4.099,47910,1,3,9,1,550,0,1,0,0
4715,6.353,50905,0,5,9,0,450,1,0,0,0
3076,2.956,32675,0,2,8,1,900,1,0,0,0
1747,4.734,21550,1,4,10,1,12000,0,0,1,0
9177.5,6.225,94760,1,1,9,1,650,0,1,0,0
15087,6.55,152770,1,3,8,1,1100,0,1,0,0
15156.5,7.543,155460,1,2,6,1,2700,0,0,1,0
12166,6.543,124680,1,1,9,0,650,0,1,0,0
12198.5,7.351,125955,0,5,9,0,450,0,1,0,0
7710.5,6.965,80910,0,2,8,1,900,0,1,0,0
1663,3.504,19585,0,2,8,0,900,1,0,0,0
10681.5,6.999,109715,0,1,9,1,650,0,1,0,0
7627.5,5.519,79445,0,4,7,1,1300,0,0,1,0
3155.5,4.011,34705,0,1,6,1,2000,0,0,1,0
15236,8.646,156140,0,1,7,0,1650,0,0,0,1
3239.5,5.333,36545,0,4,10,1,12000,0,0,1,0
3208.5,4.829,35700,0,4,6,0,2500,0,0,0,1
145.5,2.459,4400,1,5,9,0,450,0,1,0,0
250.5,4.281,7280,1,4,8,0,800,0,1,0,0
6149,5.251,66240,0,2,7,1,1200,1,0,0,0
6204,5.383,65675,1,3,6,0,2200,0,0,0,1
15185.5,7.915,154715,0,5,9,0,450,0,1,0,0
3225,4.389,35960,1,1,7,1,1650,0,0,1,0
13698.5,8.743,141600,0,2,10,1,11000,0,0,1,0
10752,7.996,112250,1,1,9,1,650,0,1,0,0
15068.5,5.952,152160,0,1,6,0,2000,0,0,0,1
13739,9.389,142045,1,2,6,0,2700,0,0,0,1
9089.5,5.073,93525,0,1,10,1,11350,0,0,1,0
7697.5,6.043,80330,0,2,7,0,1200,0,1,0,0
4718,5.663,51660,1,3,10,0,12000,0,0,0,1
3170.5,3.687,34440,0,4,7,0,1300,0,0,0,1
3179.5,4.42,35075,0,2,9,1,400,1,0,0,0
7710.5,6.256,79870,1,1,9,0,650,0,1,0,0
6231.5,4.971,65945,1,5,10,1,11400,0,0,1,0
12185,7.249,126050,0,2,6,0,2700,0,0,0,1
188,3.868,7105,1,3,6,1,2200,0,0,1,0
1651.5,3.852,19935,1,1,6,0,2000,0,0,0,1
9095,5.147,93730,0,1,10,0,11350,0,0,0,1
6217,5.194,65410,1,2,6,1,2700,0,0,1,0
73,2.03,2615,0,3,6,1,2200,0,0,1,0
7714.5,6.84,81150,0,4,8,1,800,0,1,0,0
10707.5,7.709,110860,1,4,10,0,12000,0,0,0,1
6130.5,3.971,63140,0,1,7,1,1650,0,0,1,0
1651,3.93,19410,0,1,9,0,650,1,0,0,0
4647.5,4.339,48990,0,1,7,0,1650,0,0,0,1
15167,8.503,154795,1,5,6,0,2200,0,0,0,1
15167.5,7.492,155370,1,2,7,0,1200,0,1,0,0
9166.5,5.394,94330,1,5,9,0,450,0,1,0,0
10716.5,8.006,111755,0,1,6,1,2000,0,0,1,0
12113,6.32,124825,0,3,9,0,550,0,1,0,0
7667.5,5.893,80410,0,4,10,0,12000,0,0,0,1
194,3.091,5800,1,3,8,0,1100,0,1,0,0
7639,5.448,79530,0,3,9,1,550,0,1,0,0
4663.5,4.623,48410,1,1,10,0,11350,0,0,0,1
250.5,4.724,7610,0,2,10,0,11000,0,0,0,1
10699.5,7.746,112065,1,3,6,0,2200,0,0,0,1
184,3.149,4545,1,1,7,1,1650,0,0,1,0
13685.5,8.294,140465,1,4,6,0,2500,0,0,0,1
13681.5,8.081,140035,0,3,10,0,12000,0,0,0,1
9122,5.333,94875,1,1,7,1,1650,0,0,1,0
9184.5,6.428,95075,0,4,6,1,2500,0,0,1,0
6147,4.974,64120,0,3,7,1,1100,1,0,0,0
9149.5,5.636,95375,0,2,6,1,2700,0,0,1,0
7776.5,7.715,83210,1,1,8,1,850,0,1,0,0
10691.5,6.516,110030,0,2,8,0,900,0,1,0,0
9186.5,5.947,96490,1,5,6,1,2200,0,0,1,0
7589,4.714,78195,0,5,7,0,1650,0,0,0,1
1691.5,4.974,21550,0,1,7,1,1650,0,0,1,0
15204,8.24,154975,0,1,6,0,2000,0,0,0,1
4644,4.525,49410,0,1,10,0,11350,0,0,0,1
10573.5,5.083,107585,0,3,9,1,550,0,1,0,0
1683.5,4.443,20685,1,1,9,1,650,0,1,0,0
13660.5,8.088,139770,0,5,7,1,1650,0,0,1,0
4667,5.197,50930,0,4,7,1,1300,0,0,1,0
169,3.007,5410,0,4,6,1,2500,0,0,1,0
189,2.997,4925,1,5,7,0,1650,0,0,0,1
10682,6.384,109780,0,1,6,1,2000,0,0,1,0
7715,7.036,81645,1,5,7,0,1650,0,0,0,1
131,2.216,4660,0,1,7,1,1650,0,0,1,0
7687.5,6.684,81720,1,5,9,1,450,0,1,0,0
10622,6.475,109445,1,4,6,0,2500,0,0,0,1
12181,6.695,124670,0,4,10,1,12000,0,0,1,0
3165,4,35735,1,1,9,1,650,0,1,0,0
15091,6.391,152700,0,1,8,0,850,0,1,0,0
13742.5,8.892,141380,0,3,8,0,1100,0,1,0,0
12121,6.635,124100,0,2,8,1,900,0,1,0,0
168.5,2.615,4075,1,5,6,0,2200,0,0,0,1
4655.5,5.441,50740,1,4,7,1,1300,0,0,1,0
132,2.439,3985,1,3,6,1,2200,0,0,1,0
7590.5,4.775,78325,0,1,7,0,1650,0,0,0,1
3172.5,4.376,35645,0,5,9,1,450,1,0,0,0
7642,6.147,80900,0,3,10,0,12000,0,0,0,1
15234.5,8.192,156335,1,3,7,1,1100,0,1,0,0
3174,4.125,35285,1,3,6,1,2200,0,0,1,0
9222.5,6.698,96675,0,2,9,0,400,0,1,0,0
7654.5,6.14,80750,0,3,6,1,2200,0,0,1,0
4584.5,3.899,48810,0,4,9,1,260,1,0,0,0
4652,4.639,49980,0,2,7,1,1200,1,0,0,0
3162,4.599,35930,0,3,9,1,550,1,0,0,0
13601.5,6.57,137895,1,2,8,0,900,0,1,0,0
1654.5,4.271,20240,0,5,8,0,650,1,0,0,0
4654,4.944,50060,0,5,6,0,2200,0,0,0,1
197.5,3.771,5910,0,4,7,1,1300,0,0,1,0
12221,7.925,125645,1,4,7,1,1300,0,0,1,0
12186,7.236,124715,0,2,7,1,1200,0,1,0,0
9136.5,5.603,95020,1,4,6,0,2500,0,0,0,1
3146.5,3.605,34225,0,1,10,1,11350,0,0,1,0
6077.5,3.754,63140,0,4,8,0,800,1,0,0,0
13682,8.469,141230,0,4,6,0,2500,0,0,0,1
9194,5.783,94170,1,2,10,0,11000,0,0,0,1
15148.5,8.104,155595,0,4,6,0,2500,0,0,0,1
3139.5,3.686,33940,0,1,7,1,1650,0,0,1,0
191,3.412,5230,0,4,10,0,12000,0,0,0,1
7708,6.897,81840,0,3,6,0,2200,0,0,0,1
7655,6.228,79285,1,4,7,0,1300,0,0,0,1
15130.5,7.719,155185,1,5,7,1,1650,0,0,1,0
6080.5,3.599,63050,0,2,8,1,900,1,0,0,0
6211,6.235,65860,1,3,9,0,550,0,1,0,0
15165,7.779,156160,1,2,9,1,400,0,1,0,0
7671.5,6.252,81010,1,1,9,1,650,0,1,0,0
6127,4.217,64625,1,5,10,0,11400,0,0,0,1
120,2.679,4070,0,1,9,1,650,1,0,0,0
3140.5,3.71,34475,0,2,10,1,11000,0,0,1,0
4664.5,5.113,50720,1,3,8,0,1100,0,1,0,0
13633,7.546,139810,1,3,9,1,550,0,1,0,0
12115.5,5.458,123910,0,1,6,0,2000,0,0,0,1
4661,4.363,48630,0,1,10,1,11350,0,0,1,0
1690,4.666,21930,1,5,9,1,450,0,1,0,0
4748.5,6.296,52800,1,1,9,0,650,0,1,0,0
9143.5,5.714,94560,1,5,6,0,2200,0,0,0,1
10696,7.472,111695,1,1,9,0,650,0,1,0,0
146,3.142,4950,0,5,6,1,2200,0,0,1,0
13653,7.391,139395,0,5,10,0,11400,0,0,0,1
12164,6.944,126320,1,4,10,0,12000,0,0,0,1
9103.5,4.897,92775,0,2,7,0,1200,0,1,0,0
9196.5,6.38,96470,1,4,9,1,260,0,1,0,0
9153.5,4.948,93500,0,4,9,1,260,0,1,0,0
4668,4.677,49900,1,3,10,1,12000,0,0,1,0
12140.5,6.269,123675,0,1,6,0,2000,0,0,0,1
12140.5,6.063,124100,0,4,10,1,12000,0,0,1,0
15189.5,7.719,155150,0,5,6,1,2200,0,0,1,0
13651,7.601,139790,0,5,10,1,11400,0,0,1,0
6182,4.765,64175,1,3,9,0,550,0,1,0,0
4656,4.626,49995,1,2,10,1,11000,0,0,1,0
15114,7.523,154225,0,5,8,0,650,0,1,0,0
12144,6.745,124385,1,5,8,0,650,0,1,0,0
1611,3.254,19780,0,3,7,1,1100,1,0,0,0
4660,4.917,49575,1,1,10,0,11350,0,0,0,1
4698,5.235,50020,1,3,7,1,1100,0,1,0,0
13686,7.736,139240,0,3,10,0,12000,0,0,0,1
1725.5,4.315,20350,1,1,8,1,850,0,1,0,0
13676.5,7.688,140690,0,3,6,0,2200,0,0,0,1
10690.5,6.86,111300,1,1,6,1,2000,0,0,1,0
4660,5.545,50870,0,1,6,1,2000,0,0,1,0
1732,5.137,21235,0,5,8,1,650,1,0,0,0
9179.5,5.667,94645,1,1,6,1,2000,0,0,1,0
13689,7.952,140240,1,2,6,1,2700,0,0,1,0
133,3.132,4315,0,2,9,0,400,1,0,0,0
7660,5.941,80015,1,2,9,0,400,0,1,0,0
1665,4.318,20250,0,2,8,1,900,1,0,0,0
9207.5,6.935,96290,1,3,8,0,1100,0,1,0,0
1647.5,3.859,19570,1,3,9,1,550,0,1,0,0
1666,4.048,20140,0,5,6,1,2200,0,0,1,0
9132,5.488,94570,0,5,8,1,650,0,1,0,0
9159,6.343,95020,1,4,9,1,260,0,1,0,0
7616.5,4.947,78420,1,5,6,1,2200,0,0,1,0
6212,6.065,67535,1,5,8,1,650,0,1,0,0
7625,4.934,78180,0,5,10,1,11400,0,0,1,0
7634.5,5.154,78130,0,4,8,1,800,0,1,0,0
4650,5.123,50210,1,5,7,1,1650,0,0,1,0
99.5,2.226,3600,0,4,8,1,800,1,0,0,0
4687,4.94,50750,1,5,8,0,650,0,1,0,0
12141,6.391,123780,1,1,8,0,850,0,1,0,0
13639.5,7.746,140200,0,1,7,1,1650,0,0,1,0
10655.5,7.188,111260,1,3,9,0,550,0,1,0,0
4663,5.056,50000,1,5,10,0,11400,0,0,0,1
13632.5,7.445,138695,0,3,10,1,12000,0,0,1,0
1644,3.642,19335,1,1,7,1,1650,0,0,1,0
89.5,2.301,3415,0,4,7,0,1300,0,0,0,1
1647,3.886,20460,1,5,10,1,11400,0,0,1,0
15171.5,8.351,155600,0,2,10,1,11000,0,0,1,0
6147.5,4.975,63840,0,4,10,1,12000,0,0,1,0
15200.5,8.108,155650,0,2,6,1,2700,0,0,1,0
1675,4.444,19915,0,3,10,0,12000,0,0,0,1
1635,3.23,19970,1,5,10,1,11400,0,0,1,0
3172,4.386,35445,1,4,9,0,260,0,1,0,0
6133,4.011,63825,0,5,8,0,650,1,0,0,0
3125.5,3.399,33835,1,3,9,1,550,0,1,0,0
6233,6.035,67125,1,5,9,0,450,0,1,0,0
15082.5,6.614,152825,0,1,8,1,850,0,1,0,0
15166,7.476,154735,0,4,7,0,1300,0,0,0,1
9174.5,6.489,95165,0,4,7,1,1300,0,0,1,0
9158.5,5.745,95585,1,5,10,1,11400,0,0,1,0
150,2.297,4725,1,2,7,0,1200,0,1,0,0
7633.5,4.985,78120,0,4,10,0,12000,0,0,0,1
144,2.709,4455,0,4,10,0,12000,0,0,0,1
6130.5,4.008,62950,0,5,7,1,1650,0,0,1,0
12206,7.3,125775,0,3,7,0,1100,0,1,0,0
7598,4.471,78595,1,4,10,1,12000,0,0,1,0
10629,6.083,108765,1,5,6,1,2200,0,0,1,0
10772.5,9.03,113385,1,3,7,1,1100,0,1,0,0
13679.5,8.418,141530,1,5,9,0,450,0,1,0,0
6168.5,5.366,66215,1,3,10,0,12000,0,0,0,1
15187,8.213,155155,0,1,9,0,650,0,1,0,0
7670,6.117,80070,0,2,8,1,900,0,1,0,0
13683,8.219,141100,0,1,6,0,2000,0,0,0,1
199,4.204,6130,0,3,6,0,2200,0,0,0,1
10721.5,8.239,111980,0,3,7,1,1100,0,1,0,0
13675,7.655,140210,1,5,6,1,2200,0,0,1,0
121.5,1.99,3200,0,5,10,1,11400,0,0,1,0
4619.5,4.292,49045,0,4,10,0,12000,0,0,0,1
1617.5,3.348,19210,1,5,8,0,650,0,1,0,0
13689.5,8.372,140015,0,4,10,0,12000,0,0,0,1
9222,6.56,95645,1,4,6,1,2500,0,0,1,0
3194,3.734,35075,1,3,7,0,1100,0,1,0,0
10638.5,6.34,108805,0,1,8,0,850,0,1,0,0
7716,7.124,81400,1,1,9,1,650,0,1,0,0
3138,4.4,35815,0,2,8,0,900,1,0,0,0
175,3.033,5880,1,4,10,0,12000,0,0,0,1
4692.5,5.606,50750,1,3,6,1,2200,0,0,1,0
10616.5,6.323,109425,0,2,8,0,900,0,1,0,0
199,3.244,5030,1,5,6,1,2200,0,0,1,0
13711.5,8.496,142375,1,3,10,1,12000,0,0,1,0
175,2.801,4980,1,5,7,1,1650,0,0,1,0
6229.5,6.282,66760,0,1,7,0,1650,0,0,0,1
13705.5,8.128,140045,1,3,7,0,1100,0,1,0,0
1666.5,3.399,19680,0,3,10,1,12000,0,0,1,0
3214,4.65,36305,0,5,8,0,650,1,0,0,0
13634.5,7.364,138695,1,4,7,1,1300,0,0,1,0
7642,5.528,80180,0,3,9,1,550,0,1,0,0
3126.5,3.372,33865,0,2,10,1,11000,0,0,1,0
7652,5.248,79250,0,1,9,1,650,0,1,0,0
9193.5,5.387,94980,0,1,8,0,850,0,1,0,0
15218.5,8.679,156360,1,1,7,0,1650,0,0,0,1
10592.5,5.576,108545,0,3,8,1,1100,0,1,0,0
10705.5,7.79,111900,0,1,10,0,11350,0,0,0,1
12285.5,8.658,128835,1,1,10,0,11350,0,0,0,1
4748.5,6.502,52095,1,2,6,0,2700,0,0,0,1
9166,5.414,94505,0,3,9,1,550,0,1,0,0
13700,9.129,141030,0,4,7,1,1300,0,0,1,0
12110.5,6.84,124140,0,5,7,0,1650,0,0,0,1
3168.5,4.724,35515,0,4,7,0,1300,0,0,0,1
7658,6.059,80165,0,1,7,0,1650,0,0,0,1
15119,7.493,154405,0,3,9,0,550,0,1,0,0
7615.5,4.998,78900,1,5,7,0,1650,0,0,0,1
12154,6.978,125695,1,4,10,1,12000,0,0,1,0
10661,7.546,110150,0,1,7,0,1650,0,0,0,1
6148.5,4.528,64425,0,5,6,1,2200,0,0,1,0
10613.5,5.897,108050,0,4,8,0,800,0,1,0,0
10720,7.246,111410,0,3,9,1,550,0,1,0,0
4671,5.556,51315,0,5,8,0,650,1,0,0,0
6150,5.295,65150,0,2,10,0,11000,0,0,0,1
13626.5,6.992,139945,1,4,8,0,800,0,1,0,0
9117,4.934,93615,1,5,10,1,11400,0,0,1,0
3190,4.616,35820,1,4,8,1,800,0,1,0,0
3088.5,2.699,34000,0,1,8,1,850,1,0,0,0
10604,6.049,109175,0,2,8,0,900,0,1,0,0
13676,8.516,141365,0,2,8,1,900,0,1,0,0
9223,6.857,96690,1,2,7,0,1200,0,1,0,0
9121.5,5.295,94205,0,3,7,1,1100,0,1,0,0
13720,8.939,141660,1,3,7,1,1100,0,1,0,0
4613.5,4.167,48795,1,3,6,0,2200,0,0,0,1
12170.5,7.205,126300,1,5,7,1,1650,0,0,1,0
3126.5,3.257,33790,0,3,10,0,12000,0,0,0,1
13702.5,8.858,140900,0,4,8,1,800,0,1,0,0
9204.5,7.053,96085,1,3,9,1,550,0,1,0,0
220,3.538,5795,1,2,6,0,2700,0,0,0,1
13598.5,6.627,139400,0,5,7,0,1650,0,0,0,1
7609,4.788,78940,0,2,10,0,11000,0,0,0,1
10679.5,6.445,109135,1,2,9,1,400,0,1,0,0
1657,3.984,19290,0,2,10,1,11000,0,0,1,0
13739.5,9.146,141545,0,5,10,0,11400,0,0,0,1
7590,4.39,78275,0,2,6,0,2700,0,0,0,1
3163,4.237,36300,1,2,8,0,900,0,1,0,0
3173,4.369,35650,1,2,9,0,400,0,1,0,0
15133,6.618,152890,0,1,6,1,2000,0,0,1,0
3164.5,4.352,35500,0,4,9,0,260,1,0,0,0
15089.5,6.482,153400,0,5,8,1,650,0,1,0,0
6206.5,5.221,65310,1,3,6,1,2200,0,0,1,0
10607.5,5.925,108585,1,2,10,0,11000,0,0,0,1
7632.5,5.826,80390,0,1,8,0,850,0,1,0,0
4740.5,6.069,52510,1,4,7,0,1300,0,0,0,1
13616.5,7.165,138680,0,2,10,0,11000,0,0,0,1
13667,7.594,140030,0,4,7,0,1300,0,0,0,1
146,3.118,5660,1,4,7,1,1300,0,0,1,0
7673,6.103,80985,1,4,7,0,1300,0,0,0,1
10629.5,7.002,110425,0,2,10,1,11000,0,0,1,0
15096,6.543,153005,0,4,9,0,260,0,1,0,0
1652,3.43,18015,0,1,8,0,850,1,0,0,0
1725,5.265,22195,1,3,8,1,1100,0,1,0,0
9138.5,5.86,94845,0,3,6,0,2200,0,0,0,1
6061,3.031,62860,0,4,9,0,260,1,0,0,0
7682,5.316,80180,0,5,7,0,1650,0,0,0,1
13729,8.689,141645,1,4,7,1,1300,0,0,1,0
15116.5,6.878,154090,0,4,8,0,800,0,1,0,0
1760.5,5.589,22270,1,5,6,1,2200,0,0,1,0
15182.5,8.04,156040,1,5,10,1,11400,0,0,1,0
6208,6.005,66945,0,2,7,0,1200,1,0,0,0
9095.5,4.623,93830,1,1,7,1,1650,0,0,1,0
6209.5,5.376,66000,1,4,10,0,12000,0,0,0,1
1624,3.007,18715,0,5,7,1,1650,0,0,1,0
1667.5,4.037,20715,1,3,8,0,1100,0,1,0,0
7629.5,5.654,79880,1,4,8,1,800,0,1,0,0
10640.5,6.309,110470,1,2,7,1,1200,0,1,0,0
1613.5,3.24,19320,1,2,6,0,2700,0,0,0,1
12084,5.431,122800,1,5,9,0,450,0,1,0,0
1613,3.781,19480,0,1,6,0,2000,0,0,0,1
7694,6.394,81430,0,4,9,0,260,0,1,0,0
126.5,2.388,5075,1,2,6,0,2700,0,0,0,1
6289.5,7.029,68650,1,4,9,0,260,0,1,0,0
4611,4.474,49580,0,3,10,0,12000,0,0,0,1
9082,4.569,93355,1,1,8,0,850,0,1,0,0
3119,3.159,33680,1,3,10,1,12000,0,0,1,0
10632,5.86,109090,0,5,8,1,650,0,1,0,0
6081,3.44,62590,0,1,7,1,1650,0,0,1,0
4689,5.373,51500,1,1,9,1,650,0,1,0,0
13737,8.432,141460,1,1,8,0,850,0,1,0,0
6153.5,4.775,64455,0,3,8,0,1100,1,0,0,0
10644.5,6.83,110455,0,5,8,1,650,0,1,0,0
10633.5,6.894,110890,0,3,10,1,12000,0,0,1,0
6180,5.015,64670,1,4,10,0,12000,0,0,0,1
4592.5,3.582,47535,1,4,7,1,1300,0,0,1,0
12201,7.729,126265,0,5,7,0,1650,0,0,0,1
167,2.844,5725,1,4,10,0,12000,0,0,0,1
1612,3.25,19495,1,4,10,0,12000,0,0,0,1
10619,6.533,108850,0,2,7,1,1200,0,1,0,0
4700.5,5.579,50675,1,4,6,0,2500,0,0,0,1
12155.5,7.161,125820,1,3,6,1,2200,0,0,1,0
1705.5,4.224,21190,0,3,8,1,1100,1,0,0,0
12167,6.986,125195,0,5,7,0,1650,0,0,0,1
15195.5,8.196,155040,1,4,10,1,12000,0,0,1,0
12204,6.617,125260,1,2,6,1,2700,0,0,1,0
12131,6.13,125225,1,4,8,0,800,0,1,0,0
4642.5,5.478,50850,0,4,9,0,260,1,0,0,0
10617.5,5.901,107725,0,1,8,1,850,0,1,0,0
15177,7.689,154250,1,2,8,1,900,0,1,0,0
15176.5,7.871,154860,0,3,8,1,1100,0,1,0,0
3151,2.646,33525,0,3,8,0,1100,1,0,0,0
191.5,3.25,5125,1,2,10,0,11000,0,0,0,1
3096.5,2.811,33900,0,3,10,0,12000,0,0,0,1
9157,5.556,94225,1,3,6,1,2200,0,0,1,0
185,2.98,4810,1,1,9,1,650,0,1,0,0
82,2.318,3330,0,2,6,0,2700,0,0,0,1
1625.5,3.534,18710,0,1,7,1,1650,0,0,1,0
7645.5,5.975,79905,0,4,10,0,12000,0,0,0,1
10603.5,5.968,108825,1,4,8,0,800,0,1,0,0
6178.5,5.387,65775,0,3,9,0,550,1,0,0,0
3182.5,4.497,37125,1,2,10,0,11000,0,0,0,1
15120.5,7.465,154865,1,3,6,1,2200,0,0,1,0
10688,7.965,111125,1,1,10,0,11350,0,0,0,1
10686,7.705,111385,1,3,7,0,1100,0,1,0,0
1676,4.123,19785,1,1,10,0,11350,0,0,0,1
13694,7.783,140825,1,3,8,1,1100,0,1,0,0
15142,7.499,154330,0,3,6,1,2200,0,0,1,0
15208.5,7.682,155000,1,5,6,1,2200,0,0,1,0
6144,4.116,63610,0,3,8,0,1100,1,0,0,0
1731.5,5.028,22145,1,3,7,0,1100,0,1,0,0
7580,4.35,76450,0,3,7,0,1100,1,0,0,0
3122.5,3.598,33840,0,5,10,1,11400,0,0,1,0
10648.5,6.09,108715,0,1,10,1,11350,0,0,1,0
6164,5.008,66010,1,3,8,1,1100,0,1,0,0
4660,5.667,51285,1,3,8,0,1100,0,1,0,0
167,2.598,4925,0,5,10,0,11400,0,0,0,1
13638.5,8.003,140000,0,1,9,0,650,0,1,0,0
3117.5,3.152,33800,0,1,8,1,850,1,0,0,0
4700,6.11,50910,1,5,9,1,450,0,1,0,0
1630.5,3.359,18050,0,5,9,1,450,1,0,0,0
15232,8.642,156185,1,1,10,1,11350,0,0,1,0
3181,3.875,36345,1,5,7,0,1650,0,0,0,1
13671.5,8.084,139980,0,5,9,1,450,0,1,0,0
10695.5,6.948,110525,0,2,8,1,900,0,1,0,0
15196.5,8.131,155680,0,3,9,0,550,0,1,0,0
1724.5,4.369,21480,1,4,8,1,800,0,1,0,0
6183.5,5.066,65060,0,5,7,0,1650,0,0,0,1
4568,3.369,47830,0,4,6,1,2500,0,0,1,0
1659,4.048,20240,1,5,6,0,2200,0,0,0,1
7653.5,5.822,79850,1,2,10,0,11000,0,0,0,1
12169,6.992,126300,1,2,10,1,11000,0,0,1,0
15206.5,8.672,156300,0,2,10,1,11000,0,0,1,0
15174,8.624,155985,1,5,10,1,11400,0,0,1,0
3261.5,5.285,37600,0,2,6,0,2700,0,0,0,1
9135,5.458,94775,0,3,9,1,550,0,1,0,0
10663,6.82,110885,1,3,7,1,1100,0,1,0,0
200.5,3.619,5590,0,5,6,0,2200,0,0,0,1
3231,5.545,36900,0,3,6,0,2200,0,0,0,1
126,2.605,5150,1,2,6,1,2700,0,0,1,0
10683.5,7.026,110260,0,5,9,1,450,0,1,0,0
4668.5,4.923,50815,0,2,7,1,1200,1,0,0,0
6125,4.849,64990,0,1,8,1,850,1,0,0,0
15158.5,7.732,155220,0,4,10,1,12000,0,0,1,0
13692.5,7.584,139420,1,2,9,1,400,0,1,0,0
12088,5.658,123025,0,1,9,0,650,0,1,0,0
15148.5,8.158,155770,1,5,6,1,2200,0,0,1,0
13648,7.54,138865,0,3,8,0,1100,0,1,0,0
10643,7.354,110510,1,1,6,0,2000,0,0,0,1
7652.5,5.61,78970,1,4,8,1,800,0,1,0,0
7624,5.045,78820,0,4,6,0,2500,0,0,0,1
239,4.146,7075,1,5,8,0,650,0,1,0,0
4705.5,6.305,52305,0,4,8,1,800,1,0,0,0
9118.5,5.251,95100,0,4,7,1,1300,0,0,1,0
10616,6.6,109895,1,5,7,1,1650,0,0,1,0
12128.5,6.698,125265,0,1,9,0,650,0,1,0,0
1694.5,4.444,19940,0,3,7,1,1100,1,0,0,0
1632.5,3.754,20015,0,1,6,1,2000,0,0,1,0
1627,3.406,18450,0,4,10,0,12000,0,0,0,1
109.5,1.662,3745,0,1,6,1,2000,0,0,1,0
1667,4.45,20245,1,3,6,1,2200,0,0,1,0
10660,7.036,111265,0,3,10,0,12000,0,0,0,1
13589,6.806,139270,0,5,9,1,450,0,1,0,0
7659,6.157,80110,1,3,7,1,1100,0,1,0,0
3179.5,3.913,34950,1,4,7,0,1300,0,0,0,1
6147,5.129,65335,1,3,6,0,2200,0,0,0,1
189,3.267,5580,0,4,8,0,800,1,0,0,0
10575,5.363,108630,0,4,6,1,2500,0,0,1,0
9189,6.468,96085,0,5,6,1,2200,0,0,1,0
1689,4.217,20035,1,1,10,1,11350,0,0,1,0
4738,5.44,51895,1,3,9,1,550,0,1,0,0
3152,3.723,35670,1,4,10,0,12000,0,0,0,1
3175,4.61,34980,0,4,9,0,260,1,0,0,0
13671,8.03,140805,0,5,7,1,1650,0,0,1,0
10591,5.465,108020,0,4,6,1,2500,0,0,1,0
9173.5,6.333,95540,0,5,8,1,650,0,1,0,0
9116.5,4.65,93545,1,5,10,1,11400,0,0,1,0
15143.5,7.682,155040,0,1,9,0,650,0,1,0,0
6090,3.791,63555,0,3,7,0,1100,1,0,0,0
10552.5,5.005,107625,0,5,7,1,1650,0,0,1,0
9144.5,5.995,94195,0,5,7,1,1650,0,0,1,0
15111,7.171,153645,1,5,7,0,1650,0,0,0,1
1754,5.657,22540,1,3,7,1,1100,0,1,0,0
12162,6.935,125740,1,5,10,1,11400,0,0,1,0
7636,6.167,80105,0,2,6,1,2700,0,0,1,0
7639.5,5.326,79035,0,1,8,0,850,0,1,0,0
3122,3.544,33595,0,5,6,0,2200,0,0,0,1
3108.5,3.517,33845,1,3,9,1,550,0,1,0,0
4726.5,6.455,52080,1,2,10,0,11000,0,0,0,1
12108,5.512,123515,0,4,7,0,1300,0,0,0,1
15210,8.456,156500,0,1,6,1,2000,0,0,1,0
13639.5,6.881,138630,0,2,6,1,2700,0,0,1,0
15146,7.905,155100,1,3,8,1,1100,0,1,0,0
4692.5,5.437,50575,0,1,6,0,2000,0,0,0,1
6135.5,3.94,64175,0,4,7,1,1300,0,0,1,0
7733,6.661,81660,1,2,6,0,2700,0,0,0,1
7664,5.92,80430,0,5,8,0,650,0,1,0,0
1709,4.568,20695,1,3,9,1,550,0,1,0,0
